1060105194	20220825	202208	2022	2022.6438	JUD	SUPREME COURT						JUD													1	090	090	09	2	-2.0	8	1	8	1.85185185185185	4	New Delhi, Delhi, India	IN	IN07	17911	28.6	77.2	-2106102	0								4	New Delhi, Delhi, India	IN	IN07	17911	28.6	77.2	-2106102	20220825080000	https://ianslive.in/news/pegasus_panel_report_in_sc_no_conclusive_evidence_to_show_spyware_in_29_phones-897984/NATION/1
1060105195	20220825	202208	2022	2022.6438	JUD	SUPREME COURT						JUD													1	112	112	11	3	-2.0	8	1	8	1.85185185185185	4	New Delhi, Delhi, India	IN	IN07	17911	28.6	77.2	-2106102	0								4	New Delhi, Delhi, India	IN	IN07	17911	28.6	77.2	-2106102	20220825080000	https://ianslive.in/news/pegasus_panel_report_in_sc_no_conclusive_evidence_to_show_spyware_in_29_phones-897984/NATION/1
1060105196	20220825	202208	2022	2022.6438	JUD	JUDGE						JUD													1	173	173	17	4	-5.0	10	1	10	-11.5384615384615	4	Port Alfred, Eastern Cape, South Africa	SF	SF05	77317	-33.5906	26.891	-1273436	0								4	Port Alfred, Eastern Cape, South Africa	SF	SF05	77317	-33.5906	26.891	-1273436	20220825080000	https://www.saps.gov.za/newsroom/msspeechdetail.php?nid=41767
1060105197	20220825	202208	2022	2022.6438	JUD	PROSECUTOR						JUD													1	173	173	17	4	-5.0	1	1	1	-6.09756097560975	2	Indiana, United States	US	USIN		39.8647	-86.2604	IN	0								2	Indiana, United States	US	USIN		39.8647	-86.2604	IN	20220825080000	https://www.suncommercial.com/news/article_f8999298-a616-5be5-b2d1-f198e6022e26.html
1060105198	20220825	202208	2022	2022.6438	JUD	HIGH COURT						JUD													0	173	173	17	4	-5.0	4	1	4	-7.24852071005918	1	United Kingdom	UK	UK		54	-4	UK	0								4	Kuala Lumpur, Kuala Lumpur, Malaysia	MY	MY14	18585	3.16667	101.7	-2403010	20220825080000	https://abcnews.go.com/International/wireStory/jailed-malaysian-pm-najib-returns-court-1mdb-trial-88828547
1060105199	20220825	202208	2022	2022.6438	JUD	SUPREME COURT						JUD													1	190	190	19	4	-10.0	10	1	10	-5.50847457627119	4	Kolkata, West Bengal, India	IN	IN28	70294	22.5697	88.3697	-2092511	0								4	Kolkata, West Bengal, India	IN	IN28	70294	22.5697	88.3697	-2092511	20220825080000	https://www.indiatvnews.com/news/india/bilkis-bano-case-sc-notice-to-centre-gujarat-govt-on-plea-against-remission-to-11-convicts-2022-08-25-802872
1060105200	20220825	202208	2022	2022.6438	JUD	PROSECUTOR						JUD													1	190	190	19	4	-10.0	2	1	2	-6.09756097560975	3	South Bend, Indiana, United States	US	USIN	IN141	41.6834	-86.25	452796	0								3	South Bend, Indiana, United States	US	USIN		41.6834	-86.25	452796	20220825080000	https://www.suncommercial.com/news/article_f8999298-a616-5be5-b2d1-f198e6022e26.html
1060105201	20220825	202208	2022	2022.6438	JUD	PROSECUTOR						JUD													1	190	190	19	4	-10.0	1	1	1	-6.09756097560975	2	Indiana, United States	US	USIN		39.8647	-86.2604	IN	0								2	Indiana, United States	US	USIN		39.8647	-86.2604	IN	20220825080000	https://www.suncommercial.com/news/article_f8999298-a616-5be5-b2d1-f198e6022e26.html
1060105202	20220825	202208	2022	2022.6438	JUD	MAGISTRATE						JUD													1	190	190	19	4	-10.0	5	1	5	-8.8541666666667	1	South Africa	SF	SF		-30	26	SF	0								1	South Africa	SF	SF		-30	26	SF	20220825080000	https://www.saps.gov.za/newsroom/msspeechdetail.php?nid=41770
1060105203	20220825	202208	2022	2022.6438	JUD	HIGH COURT						JUD			AFR	AFRICA	AFR								1	173	173	17	4	-5.0	2	1	2	-11.5384615384615	4	Port Alfred, Eastern Cape, South Africa	SF	SF05	77317	-33.5906	26.891	-1273436	4	Port Alfred, Eastern Cape, South Africa	SF	SF05	77317	-33.5906	26.891	-1273436	4	Port Alfred, Eastern Cape, South Africa	SF	SF05	77317	-33.5906	26.891	-1273436	20220825080000	https://www.saps.gov.za/newsroom/msspeechdetail.php?nid=41767
1060105204	20220825	202208	2022	2022.6438	JUD	CHIEF JUSTICE						JUD			AUS	AUSTRALIA	AUS								0	051	051	05	1	3.4	2	1	2	-4.17633410672853	1	Kiribati	KR	KR		-5	-170	KR	4	Sydney, New South Wales, Australia	AS	AS02	154637	-33.8833	151.217	-1603135	1	Kiribati	KR	KR		-5	-170	KR	20220825080000	https://www.theepochtimes.com/law-council-urges-kiribati-to-respect-rule-of-law-after-attempts-to-oust-high-court-judge_4687541.html
1060105205	20220825	202208	2022	2022.6438	JUD	SUPREME COURT						JUD			CANJUD	CANADA	CAN					JUD			1	010	010	01	1	0.0	10	1	10	-2.51798561151079	1	United States	US	US		39.828175	-98.5795	US	1	United States	US	US		39.828175	-98.5795	US	1	United States	US	US		39.828175	-98.5795	US	20220825080000	https://www.timescolonist.com/opinion/comment-aboriginal-title-is-in-the-public-interest-5737793
1060105206	20220825	202208	2022	2022.6438	JUD	LAWYER						JUD			COP	POLICE						COP			0	042	042	04	1	1.9	1	1	1	-7.2041166380789	4	Cha-Am, Phetchaburi, Thailand	TH	TH56	26873	12.8	99.9667	-3246724	4	Cha-Am, Phetchaburi, Thailand	TH	TH56	26873	12.8	99.9667	-3246724	4	Cha-Am, Phetchaburi, Thailand	TH	TH56	26873	12.8	99.9667	-3246724	20220825080000	https://www.bangkokpost.com/thailand/general/2376873/boyfriend-of-accused-policewoman-in-maid-beating-case-surrenders
1060105207	20220825	202208	2022	2022.6438	JUD	ADVOCATE						JUD			KEN	KISUMU	KEN								1	190	190	19	4	-10.0	6	1	6	-1.77777777777778	4	Nairobi, Nairobi Area, Kenya	KE	KE05	18585	-1.28333	36.8167	-2258072	4	Nairobi, Nairobi Area, Kenya	KE	KE05	18585	-1.28333	36.8167	-2258072	4	Nairobi, Nairobi Area, Kenya	KE	KE05	18585	-1.28333	36.8167	-2258072	20220825080000	https://www.standardmedia.co.ke/turning-point/article/2001453998/from-the-streets-to-the-bar-how-activist-became-human-rights-lawyer
1060105208	20220825	202208	2022	2022.6438	JUD	HIGH COURT						JUD			MIL	LIEUTENANT GENERAL						MIL			1	173	173	17	4	-5.0	3	1	3	-11.5384615384615	4	Port Alfred, Eastern Cape, South Africa	SF	SF05	77317	-33.5906	26.891	-1273436	4	Port Alfred, Eastern Cape, South Africa	SF	SF05	77317	-33.5906	26.891	-1273436	4	Port Alfred, Eastern Cape, South Africa	SF	SF05	77317	-33.5906	26.891	-1273436	20220825080000	https://www.saps.gov.za/newsroom/msspeechdetail.php?nid=41767
1060105209	20220825	202208	2022	2022.6438	JUD	ATTORNEY						JUD			MNCUSA	DISNEY	USA					MNC			0	084	084	08	2	7.0	2	1	2	0.30395136778115	1	Canada	CA	CA		60	-96	CA	1	Canada	CA	CA		60	-96	CA	1	Canada	CA	CA		60	-96	CA	20220825080000	http://www.msn.com/en-us/movies/news/marvel-might-ve-just-confirmed-wolverine-in-mcu-canon/ar-AA114NLq
1060105210	20220825	202208	2022	2022.6438	JUD	ATTORNEY						JUD			MNCUSA	DISNEY	USA					MNC			0	084	084	08	2	7.0	5	1	5	0	2	New York, United States	US	USNY		42.1497	-74.9384	NY	2	New York, United States	US	USNY		42.1497	-74.9384	NY	2	New York, United States	US	USNY		42.1497	-74.9384	NY	20220825080000	http://www.msn.com/en-us/movies/news/marvel-already-answered-she-hulk-s-hawkeye-mystery/ar-AA114GjJ
1060105211	20220825	202208	2022	2022.6438	JUD	ATTORNEY						JUD			MNCUSA	DISNEY	USA					MNC			0	084	084	08	2	7.0	3	1	3	0.30395136778115	1	United States	US	US		39.828175	-98.5795	US	1	United States	US	US		39.828175	-98.5795	US	1	United States	US	US		39.828175	-98.5795	US	20220825080000	http://www.msn.com/en-us/movies/news/marvel-might-ve-just-confirmed-wolverine-in-mcu-canon/ar-AA114NLq
1060105212	20220825	202208	2022	2022.6438	JUD	JUDGE						JUD			MNCUSALAB	STARBUCKS	USA					MNC	LAB		1	112	112	11	3	-2.0	10	1	10	-3.27272727272727	3	Seattle, Washington, United States	US	USWA	WA033	47.6062	-122.332	1512650	3	Seattle, Washington, United States	US	USWA	WA033	47.6062	-122.332	1512650	3	Seattle, Washington, United States	US	USWA	WA033	47.6062	-122.332	1512650	20220825080000	https://www.foxbusiness.com/markets/starbucks-accused-withholding-raises-union-workers-report
1060105213	20220825	202208	2022	2022.6438	JUD	LAWYER						JUD			THA	PHETCHABURI	THA								1	042	042	04	1	1.9	7	1	7	-7.2041166380789	4	Cha-Am, Phetchaburi, Thailand	TH	TH56	26873	12.8	99.9667	-3246724	4	Phetchaburi, Phetchaburi, Thailand	TH	TH56	26871	13.1119	99.9447	-3259814	4	Cha-Am, Phetchaburi, Thailand	TH	TH56	26873	12.8	99.9667	-3246724	20220825080000	https://www.bangkokpost.com/thailand/general/2376873/boyfriend-of-accused-policewoman-in-maid-beating-case-surrenders
1060105214	20220825	202208	2022	2022.6438	JUD	LAWYER						JUD			THA	PHETCHABURI	THA								1	042	042	04	1	1.9	10	1	10	-7.2041166380789	4	Ratchaburi, Ratchaburi, Thailand	TH	TH52	26933	13.5367	99.8171	-3254036	4	Ratchaburi, Ratchaburi, Thailand	TH	TH52	26933	13.5367	99.8171	-3254036	4	Ratchaburi, Ratchaburi, Thailand	TH	TH52	26933	13.5367	99.8171	-3254036	20220825080000	https://www.bangkokpost.com/thailand/general/2376873/boyfriend-of-accused-policewoman-in-maid-beating-case-surrenders
1060105215	20220825	202208	2022	2022.6438	JUD	LAWYER						JUD			THACOP	THAILAND	THA					COP			0	042	042	04	1	1.9	3	1	3	-7.2041166380789	4	Cha-Am, Phetchaburi, Thailand	TH	TH56	26873	12.8	99.9667	-3246724	4	Cha-Am, Phetchaburi, Thailand	TH	TH56	26873	12.8	99.9667	-3246724	4	Cha-Am, Phetchaburi, Thailand	TH	TH56	26873	12.8	99.9667	-3246724	20220825080000	https://www.bangkokpost.com/thailand/general/2376873/boyfriend-of-accused-policewoman-in-maid-beating-case-surrenders
1060105216	20220825	202208	2022	2022.6438	JUD	JUDGE						JUD			USA	UNITED STATES	USA								0	016	016	01	1	-2.0	2	1	2	-0.305810397553509	3	Maricopa County, Arizona, United States	US	USAZ	AZ013	33.5	-112.501	37026	3	Maricopa County, Arizona, United States	US	USAZ		33.5	-112.501	37026	3	Maricopa County, Arizona, United States	US	USAZ		33.5	-112.501	37026	20220825080000	https://arizonadailyindependent.com/2022/08/24/dem-effort-to-make-hodge-podge-changes-to-election-laws-wont-be-on-ballot/
1060105217	20220825	202208	2022	2022.6438	JUD	JUDGE						JUD			USA	UNITED STATES	USA								0	016	016	01	1	-2.0	2	1	2	-0.305810397553509	2	Arizona, United States	US	USAZ		33.7712	-111.388	AZ	2	Arizona, United States	US	USAZ		33.7712	-111.388	AZ	2	Arizona, United States	US	USAZ		33.7712	-111.388	AZ	20220825080000	https://arizonadailyindependent.com/2022/08/24/dem-effort-to-make-hodge-podge-changes-to-election-laws-wont-be-on-ballot/
1060105218	20220825	202208	2022	2022.6438	JUD	PROSECUTOR						JUD			USA	UNITED STATES	USA								1	173	173	17	4	-5.0	2	1	2	-6.09756097560975	2	Indiana, United States	US	USIN		39.8647	-86.2604	IN	2	Indiana, United States	US	USIN		39.8647	-86.2604	IN	2	Indiana, United States	US	USIN		39.8647	-86.2604	IN	20220825080000	https://www.suncommercial.com/news/article_f8999298-a616-5be5-b2d1-f198e6022e26.html
1060105219	20220825	202208	2022	2022.6438	JUD	PROSECUTOR						JUD			USA	UNITED STATES	USA								1	190	190	19	4	-10.0	2	1	2	-6.09756097560975	3	South Bend, Indiana, United States	US	USIN	IN141	41.6834	-86.25	452796	3	South Bend, Indiana, United States	US	USIN		41.6834	-86.25	452796	3	South Bend, Indiana, United States	US	USIN		41.6834	-86.25	452796	20220825080000	https://www.suncommercial.com/news/article_f8999298-a616-5be5-b2d1-f198e6022e26.html
1060105220	20220825	202208	2022	2022.6438	JUD	LAWYER						JUD			VNM	VIETNAM	VNM								1	013	013	01	1	0.4	4	1	4	-5.54528650646947	4	Hanoi, Ha N?i, Vietnam, Republic Of	VM	VM44	74067	21.0333	105.85	-3714993	4	Hanoi, Ha N?i, Vietnam, Republic Of	VM	VM44	74067	21.0333	105.85	-3714993	4	Hanoi, Ha N?i, Vietnam, Republic Of	VM	VM44	74067	21.0333	105.85	-3714993	20220825080000	https://www.rfa.org/english/news/vietnam/vietnamese-journalist-loses-appeal-08252022015721.html
1060105221	20220825	202208	2022	2022.6438	KEN	KISUMU	KEN								EDU	UNIVERSITY						EDU			0	046	046	04	1	7.0	2	1	2	-1.77777777777778	4	Maseno, Nyanza, Kenya	KE	KE07	18585	-0.004165	34.6095	-2255306	4	Maseno, Nyanza, Kenya	KE	KE07	18585	-0.004165	34.6095	-2255306	4	Maseno, Nyanza, Kenya	KE	KE07	18585	-0.004165	34.6095	-2255306	20220825080000	https://www.standardmedia.co.ke/turning-point/article/2001453998/from-the-streets-to-the-bar-how-activist-became-human-rights-lawyer
1060105222	20220825	202208	2022	2022.6438	KEN	KISUMU	KEN								EDU	UNIVERSITY						EDU			0	046	046	04	1	7.0	2	1	2	-1.77777777777778	4	Nairobi, Nairobi Area, Kenya	KE	KE05	18585	-1.28333	36.8167	-2258072	4	Nairobi, Nairobi Area, Kenya	KE	KE05	18585	-1.28333	36.8167	-2258072	4	Nairobi, Nairobi Area, Kenya	KE	KE05	18585	-1.28333	36.8167	-2258072	20220825080000	https://www.standardmedia.co.ke/turning-point/article/2001453998/from-the-streets-to-the-bar-how-activist-became-human-rights-lawyer
1060105223	20220825	202208	2022	2022.6438	KEN	KENYA	KEN								JUD	ADVOCATE						JUD			1	050	050	05	1	3.5	4	1	4	-1.77777777777778	4	Maseno, Nyanza, Kenya	KE	KE07	18585	-0.004165	34.6095	-2255306	4	Maseno, Nyanza, Kenya	KE	KE07	18585	-0.004165	34.6095	-2255306	4	Maseno, Nyanza, Kenya	KE	KE07	18585	-0.004165	34.6095	-2255306	20220825080000	https://www.standardmedia.co.ke/turning-point/article/2001453998/from-the-streets-to-the-bar-how-activist-became-human-rights-lawyer
1060105224	20220825	202208	2022	2022.6438	KEN	KISUMU	KEN								JUD	ADVOCATE						JUD			1	190	190	19	4	-10.0	6	1	6	-1.77777777777778	4	Maseno, Nyanza, Kenya	KE	KE07	18585	-0.004165	34.6095	-2255306	4	Maseno, Nyanza, Kenya	KE	KE07	18585	-0.004165	34.6095	-2255306	4	Maseno, Nyanza, Kenya	KE	KE07	18585	-0.004165	34.6095	-2255306	20220825080000	https://www.standardmedia.co.ke/turning-point/article/2001453998/from-the-streets-to-the-bar-how-activist-became-human-rights-lawyer
1060105225	20220825	202208	2022	2022.6438	KEN	KISUMU	KEN								KENEDU	KENYA	KEN					EDU			0	046	046	04	1	7.0	10	1	10	-1.77777777777778	4	Maseno, Nyanza, Kenya	KE	KE07	18585	-0.004165	34.6095	-2255306	4	Maseno, Nyanza, Kenya	KE	KE07	18585	-0.004165	34.6095	-2255306	4	Maseno, Nyanza, Kenya	KE	KE07	18585	-0.004165	34.6095	-2255306	20220825080000	https://www.standardmedia.co.ke/turning-point/article/2001453998/from-the-streets-to-the-bar-how-activist-became-human-rights-lawyer
1060105226	20220825	202208	2022	2022.6438	KEN	KISUMU	KEN								KENEDU	KENYA	KEN					EDU			0	046	046	04	1	7.0	2	1	2	-1.77777777777778	4	Maseno, Nyanza, Kenya	KE	KE07	18585	-0.004165	34.6095	-2255306	4	Nairobi, Nairobi Area, Kenya	KE	KE05	18585	-1.28333	36.8167	-2258072	4	Nairobi, Nairobi Area, Kenya	KE	KE05	18585	-1.28333	36.8167	-2258072	20220825080000	https://www.standardmedia.co.ke/turning-point/article/2001453998/from-the-streets-to-the-bar-how-activist-became-human-rights-lawyer
1060105227	20220825	202208	2022	2022.6438	KEN	KISUMU	KEN								KENEDU	KENYA	KEN					EDU			0	046	046	04	1	7.0	4	1	4	-1.77777777777778	4	Nairobi, Nairobi Area, Kenya	KE	KE05	18585	-1.28333	36.8167	-2258072	4	Nairobi, Nairobi Area, Kenya	KE	KE05	18585	-1.28333	36.8167	-2258072	4	Nairobi, Nairobi Area, Kenya	KE	KE05	18585	-1.28333	36.8167	-2258072	20220825080000	https://www.standardmedia.co.ke/turning-point/article/2001453998/from-the-streets-to-the-bar-how-activist-became-human-rights-lawyer
1060105228	20220825	202208	2022	2022.6438	KEN	KENYA	KEN								KENJUD	KENYA	KEN					JUD			1	190	190	19	4	-10.0	4	1	4	-1.77777777777778	4	Maseno, Nyanza, Kenya	KE	KE07	18585	-0.004165	34.6095	-2255306	4	Maseno, Nyanza, Kenya	KE	KE07	18585	-0.004165	34.6095	-2255306	4	Maseno, Nyanza, Kenya	KE	KE07	18585	-0.004165	34.6095	-2255306	20220825080000	https://www.standardmedia.co.ke/turning-point/article/2001453998/from-the-streets-to-the-bar-how-activist-became-human-rights-lawyer
1060105229	20220825	202208	2022	2022.6438	KENEDU	KENYA	KEN					EDU			BUS	BUSINESS						BUS			0	046	046	04	1	7.0	4	1	4	-1.77777777777778	4	Maseno, Nyanza, Kenya	KE	KE07	18585	-0.004165	34.6095	-2255306	4	Maseno, Nyanza, Kenya	KE	KE07	18585	-0.004165	34.6095	-2255306	4	Maseno, Nyanza, Kenya	KE	KE07	18585	-0.004165	34.6095	-2255306	20220825080000	https://www.standardmedia.co.ke/turning-point/article/2001453998/from-the-streets-to-the-bar-how-activist-became-human-rights-lawyer
1060105230	20220825	202208	2022	2022.6438	KENEDU	KENYA	KEN					EDU			KEN	KISUMU	KEN								0	046	046	04	1	7.0	16	1	16	-1.77777777777778	4	Maseno, Nyanza, Kenya	KE	KE07	18585	-0.004165	34.6095	-2255306	4	Maseno, Nyanza, Kenya	KE	KE07	18585	-0.004165	34.6095	-2255306	4	Maseno, Nyanza, Kenya	KE	KE07	18585	-0.004165	34.6095	-2255306	20220825080000	https://www.standardmedia.co.ke/turning-point/article/2001453998/from-the-streets-to-the-bar-how-activist-became-human-rights-lawyer
1060105231	20220825	202208	2022	2022.6438	KENELI	KENYA	KEN					ELI			BUS	BUSINESS						BUS			0	046	046	04	1	7.0	8	1	8	-1.77777777777778	4	Maseno, Nyanza, Kenya	KE	KE07	18585	-0.004165	34.6095	-2255306	4	Maseno, Nyanza, Kenya	KE	KE07	18585	-0.004165	34.6095	-2255306	4	Maseno, Nyanza, Kenya	KE	KE07	18585	-0.004165	34.6095	-2255306	20220825080000	https://www.standardmedia.co.ke/turning-point/article/2001453998/from-the-streets-to-the-bar-how-activist-became-human-rights-lawyer
1060105232	20220825	202208	2022	2022.6438	KENJUD	KENYA	KEN					JUD			KEN	KENYA	KEN								1	190	190	19	4	-10.0	2	1	2	-1.77777777777778	4	Maseno, Nyanza, Kenya	KE	KE07	18585	-0.004165	34.6095	-2255306	4	Maseno, Nyanza, Kenya	KE	KE07	18585	-0.004165	34.6095	-2255306	4	Maseno, Nyanza, Kenya	KE	KE07	18585	-0.004165	34.6095	-2255306	20220825080000	https://www.standardmedia.co.ke/turning-point/article/2001453998/from-the-streets-to-the-bar-how-activist-became-human-rights-lawyer
1060105233	20220825	202208	2022	2022.6438	KENJUD	KENYA	KEN					JUD			KEN	KENYA	KEN								1	190	190	19	4	-10.0	2	1	2	-1.77777777777778	4	Maseno, Nyanza, Kenya	KE	KE07	18585	-0.004165	34.6095	-2255306	4	Nairobi, Nairobi Area, Kenya	KE	KE05	18585	-1.28333	36.8167	-2258072	4	Maseno, Nyanza, Kenya	KE	KE07	18585	-0.004165	34.6095	-2255306	20220825080000	https://www.standardmedia.co.ke/turning-point/article/2001453998/from-the-streets-to-the-bar-how-activist-became-human-rights-lawyer
1060105234	20220825	202208	2022	2022.6438	KENMED	KENYA	KEN					MED			KEN	NAIROBI	KEN								0	010	010	01	1	0.0	1	1	1	-6.70103092783505	4	Nairobi, Nairobi Area, Kenya	KE	KE05	18585	-1.28333	36.8167	-2258072	4	Nairobi, Nairobi Area, Kenya	KE	KE05	18585	-1.28333	36.8167	-2258072	4	Nairobi, Nairobi Area, Kenya	KE	KE05	18585	-1.28333	36.8167	-2258072	20220825080000	https://www.theeastafrican.co.ke/tea/rest-of-africa/fighting-resumes-ethiopia-3925640
1060105235	20220825	202208	2022	2022.6438	KIR	KIRIBATI	KIR								AUS	AUSTRALIA	AUS								0	051	051	05	1	3.4	2	1	2	-4.17633410672853	1	Kiribati	KR	KR		-5	-170	KR	4	Sydney, New South Wales, Australia	AS	AS02	154637	-33.8833	151.217	-1603135	4	Sydney, New South Wales, Australia	AS	AS02	154637	-33.8833	151.217	-1603135	20220825080000	https://www.theepochtimes.com/law-council-urges-kiribati-to-respect-rule-of-law-after-attempts-to-oust-high-court-judge_4687541.html
1060105236	20220825	202208	2022	2022.6438	LAB	WORKER						LAB													0	010	010	01	1	0.0	10	1	10	1.05263157894737	2	Iowa, United States	US	USIA		42.0046	-93.214	IA	0								2	Iowa, United States	US	USIA		42.0046	-93.214	IA	20220825080000	https://www.publicnewsservice.org/2022-08-25/philanthropy/report-finds-crisis-pregnancy-centers-and-affiliates-get-billions-in-funding/a80388-2
1060105237	20220825	202208	2022	2022.6438	LAB	EMPLOYEE						LAB													1	080	080	08	2	5.0	20	1	20	-2.4691508559723	4	Vadodara, Gujarat, India	IN	IN09	70124	22.3	73.2	-2114049	0								4	Vadodara, Gujarat, India	IN	IN09	70124	22.3	73.2	-2114049	20220825080000	https://timesofindia.indiatimes.com/city/vadodara/employee-dupes-hospital-of-15l/articleshow/93766072.cms
1060105238	20220825	202208	2022	2022.6438	LAB	WORKER						LAB			MNCUSA	STARBUCKS	USA					MNC			1	112	112	11	3	-2.0	8	1	8	-3.27272727272727	3	Seattle, Washington, United States	US	USWA	WA033	47.6062	-122.332	1512650	2	Missouri, United States	US	USMO		38.4623	-92.302	MO	2	Missouri, United States	US	USMO		38.4623	-92.302	MO	20220825080000	https://www.foxbusiness.com/markets/starbucks-accused-withholding-raises-union-workers-report
1060105239	20220825	202208	2022	2022.6438	LAB	WORKER						LAB			MNCUSA	STARBUCKS	USA					MNC			1	112	112	11	3	-2.0	2	1	2	-3.27272727272727	2	Missouri, United States	US	USMO		38.4623	-92.302	MO	2	Missouri, United States	US	USMO		38.4623	-92.302	MO	2	Missouri, United States	US	USMO		38.4623	-92.302	MO	20220825080000	https://www.foxbusiness.com/markets/starbucks-accused-withholding-raises-union-workers-report
1060105240	20220825	202208	2022	2022.6438	LAO	LAOS	LAO																		1	040	040	04	1	1.0	1	1	1	-1.92837465564738	1	Laos	LA	LA		18	105	LA	0								1	Laos	LA	LA		18	105	LA	20220825080000	https://www.gmanetwork.com/news/topstories/nation/842710/former-ps-dbm-oic-lao-faces-senate-blue-ribbon-probe-on-deped-laptops/story/
1060105241	20220825	202208	2022	2022.6438	LAO	LAOS	LAO																		1	044	044	04	1	2.5	8	1	8	-1.92837465564738	1	Laos	LA	LA		18	105	LA	0								1	Laos	LA	LA		18	105	LA	20220825080000	https://www.gmanetwork.com/news/topstories/nation/842710/former-ps-dbm-oic-lao-faces-senate-blue-ribbon-probe-on-deped-laptops/story/
1060105242	20220825	202208	2022	2022.6438	LAO	LAOS	LAO								GOV	SECRETARIAT						GOV			1	020	020	02	1	3.0	2	1	2	-1.92837465564738	1	Laos	LA	LA		18	105	LA	1	Laos	LA	LA		18	105	LA	1	Laos	LA	LA		18	105	LA	20220825080000	https://www.gmanetwork.com/news/topstories/nation/842710/former-ps-dbm-oic-lao-faces-senate-blue-ribbon-probe-on-deped-laptops/story/
1060105243	20220825	202208	2022	2022.6438	LEG	CHAMBER						LEG													0	046	046	04	1	7.0	10	1	10	3.16901408450704	4	Latrobe, Tasmania, Australia	AS	AS06	5344	-41.2362	146.417	-1583130	0								4	Latrobe, Tasmania, Australia	AS	AS06	5344	-41.2362	146.417	-1583130	20220825080000	https://www.miragenews.com/small-business-festival-inspires-latrobe-city-843098/
1060105244	20220825	202208	2022	2022.6438	LEG	REPRESENTATIVES						LEG			GOVMED	MINIST OF TRANSPORT						GOV	MED		0	060	060	06	2	6.0	5	1	5	-3.55969331872946	4	Rishon Lezion, HaMerkaz, Israel	IS	IS02	18311	31.9642	34.8044	-781232	4	Rishon Lezion, HaMerkaz, Israel	IS	IS02	18311	31.9642	34.8044	-781232	4	Rishon Lezion, HaMerkaz, Israel	IS	IS02	18311	31.9642	34.8044	-781232	20220825080000	https://en.globes.co.il/en/article-will-tel-aviv-light-rail-start-operating-in-november-1001422491
1060105245	20220825	202208	2022	2022.6438	LKA	SRI LANKA	LKA								IGOUNO	UNITED NATIONS		UNO				IGO			1	114	114	11	3	-2.0	2	1	2	-8.76288659793818	4	Colombo, Western, Sri Lanka	CE	CE36	25852	6.93194	79.8478	-2214877	4	Colombo, Western, Sri Lanka	CE	CE36	25852	6.93194	79.8478	-2214877	4	Colombo, Western, Sri Lanka	CE	CE36	25852	6.93194	79.8478	-2214877	20220825080000	https://economynext.com/sri-lankas-private-bus-owners-go-to-unhrc-eu-over-unpaid-arson-compensation-99004/
1060105246	20220825	202208	2022	2022.6438	LSO	LESOTHO	LSO																		1	060	060	06	2	6.0	2	1	2	0.34013605442177	4	Cape Town, Western Cape, South Africa	SF	SF11	77317	-33.9167	18.4167	-1217214	0								4	Cape Town, Western Cape, South Africa	SF	SF11	77317	-33.9167	18.4167	-1217214	20220825080000	http://www.channelafrica.co.za/sabc/home/channelafrica/news/details?id=6900a5d4-78c8-40a3-8e82-002005a2c947&title=SA,%20Lesotho%20to%20strengthen%20local%20government%20ties
1060105247	20220825	202208	2022	2022.6438	LVA	LATVIA	LVA								LVAJUD	RIGA	LVA					JUD			1	010	010	01	1	0.0	2	1	2	-3.67553865652725	4	Ventspils, Ventspils Novads, Latvia	LG	LGE5	18790	57.3894	21.5606	-3214120	4	Riga, Riga, Latvia	LG	LG25	18784	56.95	24.1	-3212216	4	Ventspils, Ventspils Novads, Latvia	LG	LGE5	18790	57.3894	21.5606	-3214120	20220825080000	https://bnn-news.com/court-of-law-commences-administrative-case-involving-latvian-corruption-watchdog-237599
1060105248	20220825	202208	2022	2022.6438	LVA	LATVIA	LVA								LVAJUD	RIGA	LVA					JUD			1	010	010	01	1	0.0	2	1	2	-3.67553865652725	4	Ventspils, Ventspils Novads, Latvia	LG	LGE5	18790	57.3894	21.5606	-3214120	4	Ventspils, Ventspils Novads, Latvia	LG	LGE5	18790	57.3894	21.5606	-3214120	4	Ventspils, Ventspils Novads, Latvia	LG	LGE5	18790	57.3894	21.5606	-3214120	20220825080000	https://bnn-news.com/court-of-law-commences-administrative-case-involving-latvian-corruption-watchdog-237599
1060105249	20220825	202208	2022	2022.6438	MARGOV	MOHAMMED VI	MAR					GOV			GOV	PRESIDENT						GOV			1	051	051	05	1	3.4	6	1	6	12	1	Ukraine	UP	UP		49	32	UP	1	Ukraine	UP	UP		49	32	UP	1	Ukraine	UP	UP		49	32	UP	20220825080000	https://african.business/2022/08/apo-newsfeed/his-majesty-the-king-congratulates-ukrainian-president-on-national-day/
1060105250	20220825	202208	2022	2022.6438	MED	MEDIA						MED													0	010	010	01	1	0.0	7	1	7	0.58027079303675	4	Accra, Greater Accra, Ghana	GH	GH01	190655	5.55	-0.216667	-2067935	0								4	Accra, Greater Accra, Ghana	GH	GH01	190655	5.55	-0.216667	-2067935	20220825080000	https://www.graphic.com.gh/news/general-news/unesco-urges-youth-to-seek-information-on-migration.html
