1060105251	20220825	202208	2022	2022.6438	MED	MEDIA						MED													0	040	040	04	1	1.0	7	1	7	0.58027079303675	4	Accra, Greater Accra, Ghana	GH	GH01	190655	5.55	-0.216667	-2067935	0								4	Accra, Greater Accra, Ghana	GH	GH01	190655	5.55	-0.216667	-2067935	20220825080000	https://www.graphic.com.gh/news/general-news/unesco-urges-youth-to-seek-information-on-migration.html
1060105252	20220825	202208	2022	2022.6438	MED	TELECOM						MED													1	042	042	04	1	1.9	5	1	5	-3.54330708661417	4	Sukkur, Sindh, Pakistan	PK	PK05	40404	27.7052	68.8574	-2775228	0								4	Sukkur, Sindh, Pakistan	PK	PK05	40404	27.7052	68.8574	-2775228	20220825080000	https://www.thenews.com.pk/latest/985310-internet-alert-pakistani-users-may-face-outages-due-to-floods
1060105253	20220825	202208	2022	2022.6438	MED	MAGAZINE						MED													1	071	071	07	2	7.4	5	1	5	-3.22580645161291	2	Florida, United States	US	USFL		27.8333	-81.717	FL	0								2	Florida, United States	US	USFL		27.8333	-81.717	FL	20220825080000	https://www.thenews.com.pk/latest/985317-sylvester-stallone-estranged-wife-jennifer-flavin-issues-statement-after-filing-for-divorce
1060105254	20220825	202208	2022	2022.6438	MED	MAGAZINE						MED													1	112	112	11	3	-2.0	5	1	5	-3.22580645161291	2	Florida, United States	US	USFL		27.8333	-81.717	FL	0								2	Florida, United States	US	USFL		27.8333	-81.717	FL	20220825080000	https://www.thenews.com.pk/latest/985317-sylvester-stallone-estranged-wife-jennifer-flavin-issues-statement-after-filing-for-divorce
1060105255	20220825	202208	2022	2022.6438	MED	MEDIA						MED			ELI	ACTOR						ELI			1	051	051	05	1	3.4	10	1	10	2.04081632653061	0								0								0								20220825080000	https://www.glamsham.com/regional/regional-news/rajinikanths-jailer-cast-list-out-but-actress-playing-female-lead-not-yet-named
1060105256	20220825	202208	2022	2022.6438	MED	JOURNALIST						MED			JPN	JAPAN	JPN								0	0841	084	08	2	7.0	4	2	4	-5.93204373218594	1	Japan	JA	JA		36	138	JA	4	Yangon, Yangon, Myanmar	BM	BM17	41840	16.8053	96.1561	-440623	4	Yangon, Yangon, Myanmar	BM	BM17	41840	16.8053	96.1561	-440623	20220825080000	https://www.ibtimes.com/former-uk-ambassador-myanmar-detained-yangon-source-3605659
1060105257	20220825	202208	2022	2022.6438	MED	SPOKESMAN						MED			KEN	NAIROBI	KEN								0	010	010	01	1	0.0	6	1	6	-6.70103092783505	4	Nairobi, Nairobi Area, Kenya	KE	KE05	18585	-1.28333	36.8167	-2258072	4	Nairobi, Nairobi Area, Kenya	KE	KE05	18585	-1.28333	36.8167	-2258072	4	Nairobi, Nairobi Area, Kenya	KE	KE05	18585	-1.28333	36.8167	-2258072	20220825080000	https://www.theeastafrican.co.ke/tea/rest-of-africa/fighting-resumes-ethiopia-3925640
1060105258	20220825	202208	2022	2022.6438	MED	NEWS AGENCY						MED			SDN	KHARTOUM	SDN								1	163	163	16	4	-8.0	1	1	1	2.10526315789474	4	Khartoum, Al Khartum, Sudan	SU	SU29	37069	15.5881	32.5342	-1987	4	Khartoum, Al Khartum, Sudan	SU	SU29	37069	15.5881	32.5342	-1987	4	Khartoum, Al Khartum, Sudan	SU	SU29	37069	15.5881	32.5342	-1987	20220825080000	https://menafn.com/1104752575/First-US-Envoy-To-Sudan-In-25-Years-Takes-Office
1060105259	20220825	202208	2022	2022.6438	MED	NEWS AGENCY						MED			SDN	KHARTOUM	SDN								1	163	163	16	4	-8.0	1	1	1	2.10526315789474	3	Washington, District of Columbia, United States	US	USDC	DC001	38.8951	-77.0364	531871	4	Khartoum, Al Khartum, Sudan	SU	SU29	37069	15.5881	32.5342	-1987	4	Khartoum, Al Khartum, Sudan	SU	SU29	37069	15.5881	32.5342	-1987	20220825080000	https://menafn.com/1104752575/First-US-Envoy-To-Sudan-In-25-Years-Takes-Office
1060105260	20220825	202208	2022	2022.6438	MIL	ARMED FORCES						MIL			MNCUSAMED	GOOGLE	USA					MNC	MED		1	043	043	04	1	2.8	10	1	10	-2.61437908496732	4	Patna, Bihar, India	IN	IN34	17632	25.6	85.1167	-2107500	4	Delhi, Delhi, India	IN	IN07	17911	28.6667	77.2167	-2094230	4	Patna, Bihar, India	IN	IN34	17632	25.6	85.1167	-2107500	20220825080000	https://www.indiatvnews.com/news/india/delhi-high-court-refuses-to-stay-agnipath-scheme-for-recruitment-in-armed-forces-asks-centre-to-file-reply-on-pleas-challenging-it-2022-08-25-802855
1060105261	20220825	202208	2022	2022.6438	MIL	FIELD MARSHAL						MIL			PAK	PAKISTAN	PAK								1	051	051	05	1	3.4	2	1	2	2.01149425287356	1	Pakistan	PK	PK		30	70	PK	1	Pakistan	PK	PK		30	70	PK	1	Pakistan	PK	PK		30	70	PK	20220825080000	https://www.glamsham.com/bollywood/news/milind-soman-to-play-1971-indo-pak-war-hero-sam-manekshaw-in-emergency
1060105262	20220825	202208	2022	2022.6438	MMR	MYANMAR	MMR								CHN	CHINA	CHN								0	045	045	04	1	5.0	1	1	1	-2.35934664246824	1	Bangladesh	BG	BG		24	90	BG	1	Bangladesh	BG	BG		24	90	BG	1	Bangladesh	BG	BG		24	90	BG	20220825080000	https://www.stamfordadvocate.com/news/article/Rohingya-mark-5th-anniversary-of-exodus-to-17396863.php
1060105263	20220825	202208	2022	2022.6438	MMR	MYANMAR	MMR								CHN	CHINA	CHN								0	057	057	05	1	8.0	1	1	1	-2.35934664246824	1	Bangladesh	BG	BG		24	90	BG	1	Bangladesh	BG	BG		24	90	BG	1	Bangladesh	BG	BG		24	90	BG	20220825080000	https://www.stamfordadvocate.com/news/article/Rohingya-mark-5th-anniversary-of-exodus-to-17396863.php
1060105264	20220825	202208	2022	2022.6438	MMR	YANGON	MMR								GOV	ENVOY						GOV			1	173	173	17	4	-5.0	6	1	6	-5.43735224586288	4	Yangon, Yangon, Myanmar	BM	BM17	41840	16.8053	96.1561	-440623	4	Yangon, Yangon, Myanmar	BM	BM17	41840	16.8053	96.1561	-440623	4	Yangon, Yangon, Myanmar	BM	BM17	41840	16.8053	96.1561	-440623	20220825080000	https://www.ibtimes.com/former-uk-ambassador-myanmar-detained-yangon-source-3605659
1060105265	20220825	202208	2022	2022.6438	MMR	YANGON	MMR								GOV	ENVOY						GOV			1	173	173	17	4	-5.0	6	1	6	-6.426735218509	1	Poland	PL	PL		52	20	PL	4	Yangon, Yangon, Myanmar	BM	BM17	41840	16.8053	96.1561	-440623	4	Yangon, Yangon, Myanmar	BM	BM17	41840	16.8053	96.1561	-440623	20220825080000	https://www.rfi.fr/en/international-news/20220825-former-uk-ambassador-to-myanmar-detained-in-yangon-source
1060105266	20220825	202208	2022	2022.6438	MMR	MYANMAR	MMR								MED	JOURNALIST						MED			0	173	173	17	4	-5.0	12	2	12	-5.93204373218594	4	Yangon, Yangon, Myanmar	BM	BM17	41840	16.8053	96.1561	-440623	4	Yangon, Yangon, Myanmar	BM	BM17	41840	16.8053	96.1561	-440623	4	Yangon, Yangon, Myanmar	BM	BM17	41840	16.8053	96.1561	-440623	20220825080000	https://www.ibtimes.com/former-uk-ambassador-myanmar-detained-yangon-source-3605659
1060105267	20220825	202208	2022	2022.6438	MMR	MYANMAR	MMR								MED	JOURNALIST						MED			0	173	173	17	4	-5.0	4	2	4	-5.93204373218594	1	Poland	PL	PL		52	20	PL	4	Yangon, Yangon, Myanmar	BM	BM17	41840	16.8053	96.1561	-440623	1	Poland	PL	PL		52	20	PL	20220825080000	https://www.ibtimes.com/former-uk-ambassador-myanmar-detained-yangon-source-3605659
1060105268	20220825	202208	2022	2022.6438	MMR	MYANMAR	MMR								MED	JOURNALIST						MED			0	173	173	17	4	-5.0	4	2	4	-5.93204373218594	1	Poland	PL	PL		52	20	PL	1	Japan	JA	JA		36	138	JA	1	Poland	PL	PL		52	20	PL	20220825080000	https://www.ibtimes.com/former-uk-ambassador-myanmar-detained-yangon-source-3605659
1060105269	20220825	202208	2022	2022.6438	MMR	MYANMAR	MMR								MMRCVL	MYANMAR	MMR					CVL			0	010	010	01	1	0.0	1	1	1	-6.27118644067797	1	Myanmar	BM	BM		22	98	BM	1	Myanmar	BM	BM		22	98	BM	1	Bangladesh	BG	BG		24	90	BG	20220825080000	https://www.khaleejtimes.com/asia/myanmar-rohingyas-must-be-part-of-countrys-crisis-solution-says-un-chief
1060105270	20220825	202208	2022	2022.6438	MMR	MYANMAR	MMR								REF	REFUGEE						REF			0	0841	084	08	2	7.0	2	1	2	-2.35934664246824	1	Bangladesh	BG	BG		24	90	BG	1	Bangladesh	BG	BG		24	90	BG	1	Bangladesh	BG	BG		24	90	BG	20220825080000	https://www.stamfordadvocate.com/news/article/Rohingya-mark-5th-anniversary-of-exodus-to-17396863.php
1060105271	20220825	202208	2022	2022.6438	MMR	MYANMAR	MMR								bda	RAKHINE			bda						1	042	042	04	1	1.9	10	1	10	-9.22509225092255	4	Kutupalong, Chittagong, Bangladesh	BG	BG84	5772	21.219	92.1643	9254874	4	Kutupalong, Chittagong, Bangladesh	BG	BG84	5772	21.219	92.1643	9254874	4	Kutupalong, Chittagong, Bangladesh	BG	BG84	5772	21.219	92.1643	9254874	20220825080000	https://www.ibtimes.com/rohingya-refugees-mark-fifth-genocide-remembrance-day-3605663
1060105272	20220825	202208	2022	2022.6438	MMR	MYANMAR	MMR								bda	RAKHINE			bda						0	173	173	17	4	-5.0	1	1	1	-6.27118644067797	1	Myanmar	BM	BM		22	98	BM	1	Bangladesh	BG	BG		24	90	BG	1	Bangladesh	BG	BG		24	90	BG	20220825080000	https://www.khaleejtimes.com/asia/myanmar-rohingyas-must-be-part-of-countrys-crisis-solution-says-un-chief
1060105273	20220825	202208	2022	2022.6438	MMR	MYANMAR	MMR								bda	RAKHINE			bda						0	173	173	17	4	-5.0	1	1	1	-6.27118644067797	1	Myanmar	BM	BM		22	98	BM	1	China	CH	CH		35	105	CH	1	China	CH	CH		35	105	CH	20220825080000	https://www.khaleejtimes.com/asia/myanmar-rohingyas-must-be-part-of-countrys-crisis-solution-says-un-chief
1060105274	20220825	202208	2022	2022.6438	MMRCVL	MYANMAR	MMR					CVL			BGD	BANGLADESH	BGD								0	010	010	01	1	0.0	1	1	1	-6.27118644067797	1	Myanmar	BM	BM		22	98	BM	1	Bangladesh	BG	BG		24	90	BG	1	Bangladesh	BG	BG		24	90	BG	20220825080000	https://www.khaleejtimes.com/asia/myanmar-rohingyas-must-be-part-of-countrys-crisis-solution-says-un-chief
1060105275	20220825	202208	2022	2022.6438	MMRGOV	MYANMAR	MMR					GOV			GBRELI	UNITED KINGDOM	GBR					ELI			1	173	173	17	4	-5.0	2	1	2	-5.43735224586288	4	Yangon, Yangon, Myanmar	BM	BM17	41840	16.8053	96.1561	-440623	4	Yangon, Yangon, Myanmar	BM	BM17	41840	16.8053	96.1561	-440623	4	Yangon, Yangon, Myanmar	BM	BM17	41840	16.8053	96.1561	-440623	20220825080000	https://www.ibtimes.com/former-uk-ambassador-myanmar-detained-yangon-source-3605659
1060105276	20220825	202208	2022	2022.6438	MMRGOV	MYANMAR	MMR					GOV			GBRELI	UNITED KINGDOM	GBR					ELI			1	173	173	17	4	-5.0	8	1	8	-5.43735224586288	1	Japan	JA	JA		36	138	JA	1	Japan	JA	JA		36	138	JA	1	Japan	JA	JA		36	138	JA	20220825080000	https://www.ibtimes.com/former-uk-ambassador-myanmar-detained-yangon-source-3605659
1060105277	20220825	202208	2022	2022.6438	MNC	OCCIDENTAL PETROLEUM						MNC			ITA	ITALIAN	ITA								0	057	057	05	1	8.0	26	13	26	-3.82608695652174	1	Italy	IT	IT		42.833333	12.833333	IT	1	Italy	IT	IT		42.833333	12.833333	IT	4	Algiers, Alger, Algeria	AG	AG01	37774	36.7631	3.05056	-458371	20220825080000	https://www.hampshirechronicle.co.uk/news/national/20755585.french-leader-macron-heads-algeria-bid-heal-wounds/
1060105278	20220825	202208	2022	2022.6438	MNCUSA	STARBUCKS	USA					MNC													1	037	037	03	1	5.0	3	1	3	-3.27272727272727	3	Seattle, Washington, United States	US	USWA	WA033	47.6062	-122.332	1512650	0								3	Seattle, Washington, United States	US	USWA	WA033	47.6062	-122.332	1512650	20220825080000	https://www.foxbusiness.com/markets/starbucks-accused-withholding-raises-union-workers-report
1060105279	20220825	202208	2022	2022.6438	MNCUSA	STARBUCKS	USA					MNC													1	037	037	03	1	5.0	1	1	1	-3.27272727272727	2	Washington, United States	US	USWA		47.3917	-121.571	WA	0								3	Seattle, Washington, United States	US	USWA	WA033	47.6062	-122.332	1512650	20220825080000	https://www.foxbusiness.com/markets/starbucks-accused-withholding-raises-union-workers-report
1060105280	20220825	202208	2022	2022.6438	MNCUSA	STARBUCKS	USA					MNC													1	037	037	03	1	5.0	1	1	1	-3.27272727272727	2	Washington, United States	US	USWA		47.3917	-121.571	WA	0								2	Washington, United States	US	USWA		47.3917	-121.571	WA	20220825080000	https://www.foxbusiness.com/markets/starbucks-accused-withholding-raises-union-workers-report
1060105281	20220825	202208	2022	2022.6438	MNCUSAMED	GOOGLE	USA					MNC	MED		CRM	CONVICTS						CRM			1	141	141	14	3	-6.5	10	1	10	-5.50847457627119	4	Godhra, Gujarat, India	IN	IN09	70121	20.9167	70.9167	-2096429	4	Godhra, Gujarat, India	IN	IN09	70121	20.9167	70.9167	-2096429	4	Godhra, Gujarat, India	IN	IN09	70121	20.9167	70.9167	-2096429	20220825080000	https://www.indiatvnews.com/news/india/bilkis-bano-case-sc-notice-to-centre-gujarat-govt-on-plea-against-remission-to-11-convicts-2022-08-25-802872
1060105282	20220825	202208	2022	2022.6438	MNCUSAMED	GOOGLE	USA					MNC	MED		MIL	ARMED FORCES						MIL			1	042	042	04	1	1.9	10	1	10	-2.61437908496732	4	Delhi, Delhi, India	IN	IN07	17911	28.6667	77.2167	-2094230	4	Delhi, Delhi, India	IN	IN07	17911	28.6667	77.2167	-2094230	4	Delhi, Delhi, India	IN	IN07	17911	28.6667	77.2167	-2094230	20220825080000	https://www.indiatvnews.com/news/india/delhi-high-court-refuses-to-stay-agnipath-scheme-for-recruitment-in-armed-forces-asks-centre-to-file-reply-on-pleas-challenging-it-2022-08-25-802855
1060105283	20220825	202208	2022	2022.6438	MOS	MUSLIM				MOS					NGA	NIGERIA	NGA								1	040	040	04	1	1.0	2	1	2	0.3731343283582	5	Federal Capital Territory, Abuja Federal Capital Territory, Nigeria	NI	NI11	22778	8.83333	7.16667	-1997015	4	Minna, Niger, Nigeria	NI	NI31	191124	9.61389	6.55694	-2019717	5	Federal Capital Territory, Abuja Federal Capital Territory, Nigeria	NI	NI11	22778	8.83333	7.16667	-1997015	20220825080000	https://tribuneonlineng.com/muslim-muslim-ticket-dogara-babachir-meet-ibb-abdusalami-in-minna/
1060105284	20220825	202208	2022	2022.6438	MOS	MUSLIM				MOS					NGA	NIGERIA	NGA								1	040	040	04	1	1.0	2	1	2	0.3731343283582	4	Bauchi, Bauchi, Nigeria	NI	NI46	22661	10.3134	9.84327	-2002330	4	Bauchi, Bauchi, Nigeria	NI	NI46	22661	10.3134	9.84327	-2002330	4	Bauchi, Bauchi, Nigeria	NI	NI46	22661	10.3134	9.84327	-2002330	20220825080000	https://tribuneonlineng.com/muslim-muslim-ticket-dogara-babachir-meet-ibb-abdusalami-in-minna/
1060105285	20220825	202208	2022	2022.6438	MOS	MUSLIM				MOS					NGA	NIGERIA	NGA								1	040	040	04	1	1.0	2	1	2	0.3731343283582	4	Bauchi, Bauchi, Nigeria	NI	NI46	22661	10.3134	9.84327	-2002330	4	Minna, Niger, Nigeria	NI	NI31	191124	9.61389	6.55694	-2019717	4	Minna, Niger, Nigeria	NI	NI31	191124	9.61389	6.55694	-2019717	20220825080000	https://tribuneonlineng.com/muslim-muslim-ticket-dogara-babachir-meet-ibb-abdusalami-in-minna/
1060105286	20220825	202208	2022	2022.6438	MYS	KUALA LUMPUR	MYS																		1	016	016	01	1	-2.0	10	1	10	-8.55263157894737	4	Kuala Lumpur, Kuala Lumpur, Malaysia	MY	MY14	18585	3.16667	101.7	-2403010	0								4	Kuala Lumpur, Kuala Lumpur, Malaysia	MY	MY14	18585	3.16667	101.7	-2403010	20220825080000	https://www.thestar.com.my/news/nation/2022/08/25/babysitter-charged-with-neglect-over-infant039s-death
1060105287	20220825	202208	2022	2022.6438	NER	NIGER	NER								GOVELI	PRESIDENT						GOV	ELI		1	040	040	04	1	1.0	2	1	2	0.3731343283582	4	Bauchi, Bauchi, Nigeria	NI	NI46	22661	10.3134	9.84327	-2002330	4	Bauchi, Bauchi, Nigeria	NI	NI46	22661	10.3134	9.84327	-2002330	4	Bauchi, Bauchi, Nigeria	NI	NI46	22661	10.3134	9.84327	-2002330	20220825080000	https://tribuneonlineng.com/muslim-muslim-ticket-dogara-babachir-meet-ibb-abdusalami-in-minna/
1060105288	20220825	202208	2022	2022.6438	NGA	NIGERIA	NGA																		1	012	012	01	1	-0.4	4	1	4	-3.59066427289048	5	Jigawa State, Jigawa, Nigeria	NI	NI39	22669	12	9.75	29625	0								5	Jigawa State, Jigawa, Nigeria	NI	NI39	22669	12	9.75	29625	20220825080000	https://tribuneonlineng.com/lamido-cracking-wall-of-unity-in-pdp-wikes-camp-alleges/
1060105289	20220825	202208	2022	2022.6438	NGA	NIGERIA	NGA																		1	110	110	11	3	-2.0	4	1	4	-3.59066427289048	5	Rivers State, Rivers, Nigeria	NI	NI50	23058	4.75	6.83333	-2025387	0								5	Rivers State, Rivers, Nigeria	NI	NI50	23058	4.75	6.83333	-2025387	20220825080000	https://tribuneonlineng.com/lamido-cracking-wall-of-unity-in-pdp-wikes-camp-alleges/
1060105290	20220825	202208	2022	2022.6438	NGA	NIGERIA	NGA								GOVELI	PRESIDENT						GOV	ELI		1	040	040	04	1	1.0	2	1	2	0.3731343283582	4	Bauchi, Bauchi, Nigeria	NI	NI46	22661	10.3134	9.84327	-2002330	4	Bauchi, Bauchi, Nigeria	NI	NI46	22661	10.3134	9.84327	-2002330	4	Bauchi, Bauchi, Nigeria	NI	NI46	22661	10.3134	9.84327	-2002330	20220825080000	https://tribuneonlineng.com/muslim-muslim-ticket-dogara-babachir-meet-ibb-abdusalami-in-minna/
1060105291	20220825	202208	2022	2022.6438	NGA	NIGERIA	NGA								GOVELI	PRESIDENT						GOV	ELI		1	040	040	04	1	1.0	1	1	1	0.3731343283582	4	Kogi, Nigeria (general), Nigeria	NI	NI00	190990	12.55	6.63333	-2015590	4	Kogi, Nigeria (general), Nigeria	NI	NI00	190990	12.55	6.63333	-2015590	4	Kogi, Nigeria (general), Nigeria	NI	NI00	190990	12.55	6.63333	-2015590	20220825080000	https://tribuneonlineng.com/muslim-muslim-ticket-dogara-babachir-meet-ibb-abdusalami-in-minna/
1060105292	20220825	202208	2022	2022.6438	NGA	NIGERIA	NGA								GOVELI	PRESIDENT						GOV	ELI		1	040	040	04	1	1.0	1	1	1	0.3731343283582	4	Kogi, Nigeria (general), Nigeria	NI	NI00	190990	12.55	6.63333	-2015590	4	Minna, Niger, Nigeria	NI	NI31	191124	9.61389	6.55694	-2019717	4	Kogi, Nigeria (general), Nigeria	NI	NI00	190990	12.55	6.63333	-2015590	20220825080000	https://tribuneonlineng.com/muslim-muslim-ticket-dogara-babachir-meet-ibb-abdusalami-in-minna/
1060105293	20220825	202208	2022	2022.6438	NGA	NIGERIA	NGA								JUD	LAWYER						JUD			0	010	010	01	1	0.0	2	1	2	-3.05810397553517	4	Port Harcourt, Rivers, Nigeria	NI	NI50	191389	4.78917	6.99861	-2025046	4	Port Harcourt, Rivers, Nigeria	NI	NI50	191389	4.78917	6.99861	-2025046	4	Port Harcourt, Rivers, Nigeria	NI	NI50	191389	4.78917	6.99861	-2025046	20220825080000	https://allafrica.com/stories/202208250084.html
1060105294	20220825	202208	2022	2022.6438	NGAELI	NIGERIA	NGA					ELI													1	012	012	01	1	-0.4	4	1	4	-3.59066427289048	5	Jigawa State, Jigawa, Nigeria	NI	NI39	22669	12	9.75	29625	0								5	Jigawa State, Jigawa, Nigeria	NI	NI39	22669	12	9.75	29625	20220825080000	https://tribuneonlineng.com/lamido-cracking-wall-of-unity-in-pdp-wikes-camp-alleges/
1060105295	20220825	202208	2022	2022.6438	NGAELI	NIGERIA	NGA					ELI													1	110	110	11	3	-2.0	2	1	2	-3.59066427289048	5	Rivers State, Rivers, Nigeria	NI	NI50	23058	4.75	6.83333	-2025387	0								5	Rivers State, Rivers, Nigeria	NI	NI50	23058	4.75	6.83333	-2025387	20220825080000	https://tribuneonlineng.com/lamido-cracking-wall-of-unity-in-pdp-wikes-camp-alleges/
1060105296	20220825	202208	2022	2022.6438	NGAELI	NIGERIA	NGA					ELI													1	110	110	11	3	-2.0	2	1	2	-3.59066427289048	5	Jigawa State, Jigawa, Nigeria	NI	NI39	22669	12	9.75	29625	0								5	Jigawa State, Jigawa, Nigeria	NI	NI39	22669	12	9.75	29625	20220825080000	https://tribuneonlineng.com/lamido-cracking-wall-of-unity-in-pdp-wikes-camp-alleges/
1060105297	20220825	202208	2022	2022.6438	NGAGOV	NIGERIA	NGA					GOV			GOVELI	PRESIDENT						GOV	ELI		1	040	040	04	1	1.0	2	1	2	0.3731343283582	4	Kogi, Nigeria (general), Nigeria	NI	NI00	190990	12.55	6.63333	-2015590	4	Kogi, Nigeria (general), Nigeria	NI	NI00	190990	12.55	6.63333	-2015590	4	Kogi, Nigeria (general), Nigeria	NI	NI00	190990	12.55	6.63333	-2015590	20220825080000	https://tribuneonlineng.com/muslim-muslim-ticket-dogara-babachir-meet-ibb-abdusalami-in-minna/
1060105298	20220825	202208	2022	2022.6438	NGOHRI	HUMAN RIGHTS GROUP						NGO	HRI		NGOHRIHRW	HUMAN RIGHTS WATCH		HRW				NGO	HRI		0	020	020	02	1	3.0	8	1	8	-2.35934664246824	1	Bangladesh	BG	BG		24	90	BG	1	Bangladesh	BG	BG		24	90	BG	1	Bangladesh	BG	BG		24	90	BG	20220825080000	https://www.stamfordadvocate.com/news/article/Rohingya-mark-5th-anniversary-of-exodus-to-17396863.php
1060105299	20220825	202208	2022	2022.6438	NGOHRIMED	COMMITTEE TO PROTECT JOURNALISTS						NGO	HRI	MED	GOV	AUTHORITIES						GOV			0	025	025	02	1	-0.3	2	1	2	-5.54528650646947	4	Hanoi, Ha N?i, Vietnam, Republic Of	VM	VM44	74067	21.0333	105.85	-3714993	4	Hanoi, Ha N?i, Vietnam, Republic Of	VM	VM44	74067	21.0333	105.85	-3714993	4	Hanoi, Ha N?i, Vietnam, Republic Of	VM	VM44	74067	21.0333	105.85	-3714993	20220825080000	https://www.rfa.org/english/news/vietnam/vietnamese-journalist-loses-appeal-08252022015721.html
1060105300	20220825	202208	2022	2022.6438	NGOHRIMED	COMMITTEE TO PROTECT JOURNALISTS						NGO	HRI	MED	GOV	AUTHORITIES						GOV			0	025	025	02	1	-0.3	2	1	2	-5.54528650646947	4	Hanoi, Ha N?i, Vietnam, Republic Of	VM	VM44	74067	21.0333	105.85	-3714993	2	New York, United States	US	USNY		42.1497	-74.9384	NY	4	Hanoi, Ha N?i, Vietnam, Republic Of	VM	VM44	74067	21.0333	105.85	-3714993	20220825080000	https://www.rfa.org/english/news/vietnam/vietnamese-journalist-loses-appeal-08252022015721.html
1060105301	20220825	202208	2022	2022.6438	NGOHRIMED	COMMITTEE TO PROTECT JOURNALISTS						NGO	HRI	MED	GOV	AUTHORITIES						GOV			0	025	025	02	1	-0.3	6	1	6	-5.54528650646947	4	Hanoi, Ha N?i, Vietnam, Republic Of	VM	VM44	74067	21.0333	105.85	-3714993	2	New York, United States	US	USNY		42.1497	-74.9384	NY	2	New York, United States	US	USNY		42.1497	-74.9384	NY	20220825080000	https://www.rfa.org/english/news/vietnam/vietnamese-journalist-loses-appeal-08252022015721.html
